name,protein,carbohydrate,fat,sugars,fibres,fa_saturated,fa_mono,fa_poly,cholesterol,salt,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,sodium,zinc,retinol,beta_carotene,vitamin_d,vitamin_e,vitamin_c,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_b9,vitamin_b12
"Spiny scorpionfish, steamed",24600,0,3100,0,0,610,830,730,48.9,220,14,0.02,0.18,33,0.01,200,380,88.8,0.37,0.021,0,0.00109,0,0,0.025,0.04,1.32,0.084,0.14,0.005,0.00165
"Alaska pollock, smoked",18300,0,900,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salmon, microwaved, farmed",24200,0,11400,0,0,0,0,0,0,98,5,0.1,0.4,31.6,0.1,250,402,39,0.4,0.015,0,0.0033,2.4,0,0.21,0.054,7.6,1.45,0.71,0.019,0
"Salmon, boiled/cooked in water, farmed",25000,0,10300,0,0,0,0,0,0,84,4.6,0.1,0.3,29.7,0.1,150,347,33.6,0.4,0.014,0,0.00345,2.63,0,0.25,0.056,6.25,1.5,0.58,0.028,0
"Black seabream, roasted/baked",22900,0,3300,0,0,750,780,780,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salmon, grilled/pan-fried",25500,0,13500,0,0,2870,6180,4160,71.8,110,8.4,0.05,0.43,31.7,0.05,263,414,44.2,0.48,0.0175,0,0.00582,3.52,0,0.23,0.086,8.15,1.7,0.34,0.018,0.0034
"Salmon, farmed, roasted/baked",22100,0,13500,0,0,2500,4430,4430,63,150,15,0.049,0.34,30,0.016,252,384,61,0.43,0,0,0,0,3.7,0.3,0.11,8.05,1.49,0.39,0.0211,0.00265
"Atlantic herring, smoked, in oil",15100,2000,11000,0,0,3120,1950,5480,49.9,4080,59.2,0.1,0.9,27.4,0.1,125,173,1630,0.5,0.012,0,0.0145,0.96,0,0.04,0.2,2.25,0.41,0.28,0.01,0.0094
"Ling, cooked",24500,0,820,0,0,0.18,0.18,0.18,64.9,210,13,0.02,0.14,31,0.01,180,330,84.3,0.62,0.021,0,0.0005,0,0,0.024,0.01,2.26,0.22,0.22,0.0195,0.00078
"Greenland halibut, steamed",17300,0,11600,0,0,2070,7380,980,68.1,360,8.6,0.02,0.07,21,0.01,160,240,143,0.36,0.021,0,0.00436,0,0,0.03,0.02,0.66,0.16,0.041,0.005,0.00069
"Common sole, grilled",23600,0,500,0,0,10,10,10,69.3,370,39,0.02,0.14,27,0.01,180,370,147,0.45,0.021,0,0.00047,0.5,0.87,0.058,0.094,2.18,0.37,0.34,0.015,0.0014
"Eel, cooked (average)",22100,0,13800,0,0,3150,7800,1510,0,0,0,0.029,0,0,0.04,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0
"Eel, roasted/baked",23600,0,15000,0,0,3020,9220,1210,161,160,26,0.029,0.64,26,0.04,277,349,65,2.08,1.14,0,0,0,1.8,0.18,0.051,4.49,0.28,0.077,0.017,0.00289
"Eel, boiled/cooked in water",20500,0,12700,0,0,3280,6380,1800,0,0,0,0.029,0,0,0.04,0,0,0,2.08,0,0,0,5.1,0,0,0,0,0,0,0,0
"Northern pike, roasted/baked",23100,0,880,0,0,150,210,270,50,120,73,0.058,0.71,40,0.28,282,331,49,0.77,0.024,0,0.0027,0,3.8,0.067,0.077,2.8,0.81,0.14,0.016,0.00215
"Carp, roasted/baked",21600,0,7170,0,0,1270,2740,1690,84,160,52,0.12,1.59,38,0.23,531,427,63,1.58,0.01,0,0.00325,0,1.6,0.14,0.07,2.1,0.87,0.22,0.017,0.00147
"European perch, roasted/baked",22100,0,3420,0,0,850,200,260,82.4,96,73,0.058,0.71,26,0.28,105,331,38.3,0.77,0.024,0,0.009,1.32,3.8,0.09,0.077,2.98,0.81,0.13,0.016,0.00083
"Trout, roasted/baked",26600,0,8470,0,0,1470,4170,1920,74,170,55,0.14,1.92,28,0.56,314,463,67,0.71,0.019,0,0,0,0.5,0.43,0.42,5.77,2.24,0.23,0.015,0.00749
"Trout, steamed",19000,0,2600,0,0,540,740,1060,0,0,0,0.03,0,0,0.027,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0
"Rainbow trout, farmed, roasted/baked",21500,0,6330,0,0,1510,2150,1940,56.9,130,60.5,0.03,0.35,28.3,0.027,263,391,53.3,0.59,0.0095,0,0.015,1.9,2.9,0.17,0.11,5.42,1.79,0.37,0.011,0.00456
"Rainbow trout, farmed, steamed",20000,0,4140,0,0,860,1400,1460,0,0,0,0.03,0,0,0.027,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0
"Pangasius, filets, cooked",17500,0,1000,0,0,510,360,70,40.8,580,7.5,0.02,0.09,18,0.01,130,200,233,0.3,0.021,0,0.00025,0.28,0.5,0.015,0.01,1.44,2.35,0.13,0.0111,0.00089
"Trout, farmed, smoked",23400,690,9270,0,0,1710,3010,2360,47.9,3180,2.7,0.1,0.4,31.4,0.1,227,412,1270,0.4,0.051,0,0.0052,2.3,0,0.21,0.081,7.1,2.05,0.67,0.026,0.0032
"European bass, roasted/baked",22200,0,6510,0,0,1270,2360,2140,63.3,170,11,0.05,0.28,30.3,0.01,183,410,68.8,0.42,0.021,0,0.00415,0.97,0,0.17,0.08,3.49,0.53,0.26,0.0126,0.0037
"American bass, raw",20300,0,3580,0,0,760,1310,1070,78.3,190,66,0.081,1.41,36,0.68,218,356,76.3,0.63,0.0307,0,0,0,2.05,0.087,0.065,1.62,0.79,0.19,0.0137,0.00271
"Alaska pollock, raw",16300,0,610,0,170,15,8,28,48.4,480,12.8,0.039,0.4,36.9,0.014,160,296,190,0.41,0.004,0,0.0011,0.36,0,0.07,0.07,1.1,0.16,0.14,0.003,0.0023
"Atlantic halibut, raw",21200,0,1310,0,0,210,450,510,43.7,150,15,0.2,0.65,23,0.01,221,424,59,0.45,0.04,0,0,0.64,0,0.05,0.063,4.9,0.28,0.38,0.012,0.00096
"Atlantic herring, raw",17700,0,11700,0,0,2820,5590,2430,55.6,220,61.6,0.15,1.21,27,0.027,235,342,89.2,0.79,0.0381,0,0.0107,1.21,0.75,0.035,0.24,3.95,0.84,0.38,0.0094,0.0115
"Anglerfish, raw",15100,0,740,0,200,200,150,360,25,190,18.2,0.027,0.3,20.7,0.022,241,296,77.8,0.55,0.006,0,0.00143,0,0.67,0.027,0.06,2.1,0.15,0.24,0.007,0.0009
"Salmon, raw, farmed",20500,0,12400,0,250,2150,4900,4170,53.6,160,5.84,0.1,0.48,27.4,0.1,181,358,45.4,0.36,0.00427,0.000008,0.00369,1.89,1.8,0.21,0.076,8.25,0.95,0.58,0.0208,0.00395
"Turbot, raw, wild",17200,0,2540,0,0,710,560,670,48,240,38.7,0.039,0.45,49,0.017,176,253,95.3,0.21,0.011,0,0,0,0.85,0.055,0.1,2.13,0.57,0.21,0.008,0.00207
"Cod, raw",18100,0,570,0,200,100,68,220,43.9,230,4.43,0.1,0.49,25.6,0.1,163,357,65.2,0.39,0.002,0,0.00141,0.51,1,0.04,0.049,2.18,0.14,0.16,0.0212,0.00132
"European hake, raw",17600,0,1350,0,0,220,420,310,31.4,220,25.3,0.082,1,22.9,0.035,160,332,98.6,0.64,0,0,0.00215,0.25,0,0.08,0.17,1.7,0,0.18,0.009,0.001
"Saithe, frozen, raw",19800,0,370,0,0,74,66,110,71,200,19.4,0.03,0.48,21.4,0.037,107,255,80.9,0.35,0.006,0,0.00089,0.36,0,0.05,0.1,1.6,0,0.12,0.01,0.00279
"Hake, fillet, frozen, raw",15100,0,2400,0,0,600,0,0,0,530,12.5,0.03,0.16,36.8,0,39.2,57.9,262,0.13,0,0,0,0,0,0,0,0,0,0,0,0
"Mackerel, raw",18100,0,13500,0,0,3220,4030,3910,49.7,160,4.92,0.1,0.48,28.4,0.1,190,340,64,0.6,0.0566,0,0.00644,1.08,0.2,0.086,0.19,9.13,0.32,0.53,0.00816,0.0049
"Ray, raw",21400,0,470,0,0,120,74,160,45.6,350,11.8,0.1,0.23,23.1,0.1,136,279,139,0.41,0.0012,0,0.00036,0.31,0,0.04,0.05,3.44,0.15,0.19,0.005,0.00113
"Tuna, raw",24000,0,5380,0,0,1190,1160,1610,34,120,17.7,0.13,1.77,34.9,0.023,229,429,49,0.55,0.265,0,0.0078,1.2,1.37,0.13,0.12,11,0.66,0.54,0.0136,0.00379
"European plaice, raw",18100,0,940,0,0,130,260,260,60,230,45,0.052,0.3,22,0.04,220,321,92,0.68,0.016,0,0.003,0.8,1.5,0.21,0.21,4,0.8,0.31,0.014,0.00159
"Common dab, raw",18300,0,850,0,0,160,180,200,49.8,280,47.5,0.06,0.29,24.7,0.04,176,262,111,0.46,0.0142,0,0.0005,0.4,0.5,0.1,0.081,2.64,0.54,0.23,0.005,0.00167
"Common sole, raw",18000,0,600,0,0,130,100,160,51.8,190,22.5,0.1,0.35,26.9,0.1,170,349,76.3,0.42,0.005,0,0.00075,0.47,0,0.046,0.077,3.51,0.24,0.26,0.0075,0.00191
"Spiny scorpionfish, raw",18900,0,1330,0,0,240,210,490,0,0,61,0.5,0,21,0.3,0,465,0,1.8,0,0,0.0043,0,0,0,0,0,0,0,0,0
"Yellowfin tuna, raw",25000,0,940,0,0,170,120,150,43,110,7.77,0.089,0.98,40.8,0.021,257,410,40,0.23,0.195,0,0.0023,0.72,2.6,0.14,0.098,13.5,0.47,0.97,0.0085,0.00344
"European pilchard or sardine, raw",19500,0,9480,0,0,2400,1200,3250,78.9,220,57.5,0.41,1.67,36,0.33,286,584,101,1.5,0.028,0,0.014,0.28,2.5,0.038,0.23,7.56,0.81,0.47,0.00318,0.0086
"Skipjack tuna, raw",22000,0,1010,0,0,330,190,320,47,93,29,0.086,1.25,34,0.015,222,407,37,0.82,0.016,0,0,0,1,0.033,0.1,15.4,0.42,0.85,0.009,0.0019
"Atlantic bluefin tuna, raw",23300,0,6810,0,0,1260,1600,1430,38,98,8,0.086,1.02,50,0.015,254,252,39,0.6,0.655,0,0.0057,1,0,0.24,0.25,8.65,1.05,0.46,0.002,0.00943
"European bass, raw",19100,0,700,0,0,200,210,190,47.6,230,10,0.04,0.26,27,0.01,207,390,92.3,0.3,0.021,0,0.00559,0.79,0.66,0.025,0.058,3.67,0.55,0.34,0.0222,0.00312
"Nursehound or lesser spotted dogfish, raw",23300,0,500,0,0,110,87,130,29.8,310,11.7,0.1,0.37,20.9,0.1,147,258,125,0.87,0.002,0,0.0005,0.65,0,0.025,0.083,3.14,0.2,0.25,0.00307,0.00195
"Atlantic bass, raw",16600,0,2610,0,0,420,810,900,50,250,20.3,0.04,0.72,26.4,0.013,185,286,99,0.74,0.0497,0,0.00077,2.4,0,0.19,0.064,2.33,0.57,0.37,0.003,0.00208
"Albacore, raw",27200,0,1370,0,0,260,220,270,35.2,290,3.5,0.1,0.95,37.6,0.1,242,355,77.7,0.38,0.00302,0,0.00223,0.44,0,0.062,0.047,19.4,0.14,0.95,0.0153,0.00278
"Common anchovy, raw",18600,0,6070,0,0,1640,1110,1690,124,180,86.5,0.38,2.63,22.3,0.23,162,294,73,1.86,0.0657,0,0.011,0.57,0,0.061,0.32,12.7,0.65,0.14,0.009,0.00062
"Gilthead seabream, raw, wild",18100,0,2310,0,0,460,480,260,55,120,33.3,0.11,1.6,19,0.12,178,439,46.5,0.76,0.007,0,0.00715,0.85,1,0.15,0.095,1.2,0,0.24,0.007,0
"Swordfish, raw",18900,0,5970,0,0,0,2060,790,51.4,280,12.1,0.035,0.65,33.6,0.017,289,362,112,0.79,0.191,0,0.0125,0.5,0.5,0.089,0.11,7.38,0.39,0.47,0.002,0.00246
"Pond smelt, raw",17500,0,1700,0,0,270,380,530,71,390,0,0,0,24,0,245,357,156,0,0,0,0,0,0,0,0.12,1.45,0.64,0,0.037,0.00344
"Megrim, raw",19900,0,1530,0,0,430,250,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Surmullet or red mullet, raw",18400,0,9370,0,0,2720,3540,2520,56.8,170,22.8,0.08,0.49,30.7,0.1,218,343,66.3,0.37,0.0084,0,0.00112,0.51,0,0.06,0.065,4.46,0.34,0.37,0.011,0.00452
"Gilthead seabream, raw, farmed",20900,0,5100,0,0,1190,1490,1730,66.3,130,2.34,0.1,0.39,30.7,0.1,248,458,51.5,0.41,0.0049,0.000008,0.00311,0.95,0,0.077,0.065,7.4,0.28,0.43,0.005,0.00316
"Mullet, raw",20100,0,3620,0,0,1170,1020,880,59,180,13.6,0.1,0.7,26.7,0.1,171,305,70.4,0.58,0.002,0,0.00212,0.64,1.2,0.16,0.24,6.31,0.76,0.37,0.009,0.00556
"Sea trout, raw",19600,0,3630,0,0,620,1060,1300,66,140,12.7,0.04,1.23,29.3,0.027,270,458,55,0.95,0.012,0,0.0021,0.65,0.55,0.1,0.14,3.5,1.95,0.54,0.016,0.005
"Whiting, raw",18800,0,470,0,0,95,63,200,46.9,160,18,0.1,0.31,31.7,0.1,196,417,63.6,0.39,0.003,0,0.00411,0.27,0,0.025,0.024,2.26,0.12,0.18,0.013,0.00133
"Cod, salted, dried",47600,0,1670,0,0,310,320,540,105,12300,124,0.098,2.09,80.7,0.05,551,1300,4900,1.07,0.0245,0,0.004,1.67,0,0.13,0.2,5.26,1.01,0.58,0.0223,0.00543
"Black seabream, raw",20500,0,5270,0,1000,1410,1780,1370,68.8,150,100,0.1,0.39,31.2,0.1,250,400,60.6,0.8,0.0015,0,0.00057,0.69,0,0.025,0.062,4.83,0.28,0.36,0,0.00265
"Bogue, raw",17900,0,2030,0,0,0,0,0,38,280,52.5,0.33,2.3,22.5,0.12,230,309,110,0.96,0,0,0,0,0,0.08,0.1,5.4,0.21,0.46,0,0.002
"Bonito, raw",22300,0,8010,0,0,2110,4120,970,0,1350,16,0.26,2.08,10,0.1,0,35,540,0.68,0,0,0,0,0,0,0,0,0,0,0,0
"Atlantic chub mackerel, raw",22100,0,5150,0,0,1590,1340,1010,76,150,11,0.055,0.44,33,0.014,205,446,59,0.49,0.039,0,0.0073,0.69,1.6,0.13,0.17,2.3,0.75,0.4,0.001,0.0024
"Common dentex, raw",17000,0,3500,0,0,450,680,1980,70,190,34,0.015,1,0,0,226,350,77,0.41,0.048,0,0,0.4,0,0.08,0.13,2.7,0,0.19,0.005,0
"John dory, raw",19900,0,800,0,0,170,110,280,51,170,31.5,0.27,3.6,22.5,0.1,180,307,60,0.95,0,0,0,0,0,0,0,0,0,0.95,0,0
"Red gurnard, raw",19000,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brown meagre, raw",20000,0,800,0,0,0,0,0,0,0,74,0.8,0,61,0.3,0,527,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0
"Capelin, raw",18700,0,1710,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blackspot seabream, raw",21000,0,2000,0,0,0,0,0,0,0,34,0.4,4.3,22,0.1,0,690,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0
"Surmullet or red mullet, steamed",24100,0,5200,0,0,730,3950,290,63.9,240,21,0.05,0.48,33,0.02,230,410,95.6,0.39,0.0231,0,0.00127,2.1,3.17,0.02,0.032,3.47,0.41,0.17,0.0143,0.00374
"Salema, raw",18000,0,2500,0,0,0,0,0,0,0,28,0.6,4.3,27,0.1,0,540,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0
"Horse mackerel, raw",19000,0,4420,0,0,2310,1650,0,47,0,92,0.99,0,69,0.2,0,986,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0
"Haddock, raw",17300,0,350,0,0,98,65,180,42.3,160,9.23,0.1,0.28,26.4,0.1,144,292,65.9,0.32,0.002,0,0.0005,0.42,0,0.04,0.04,2.64,0.11,0.32,0.0113,0.00107
"Conger, raw",18300,0,4600,0,0,0,0,0,78,130,71,0.2,1.3,20,0.01,270,240,50,0.9,0,0,0,0,0,0.06,0.04,4.3,0.24,0,0,0.003
"Roundnose grenadier, raw",15400,0,810,0,0,110,310,320,37.1,240,1.64,0.1,0.12,22.1,0.1,103,281,94,0.22,0.0051,0,0.00052,1.36,0,0.04,0.04,1.29,0.077,0.12,0,0.00033
"Pollack, raw",17700,0,510,0,0,70,72,140,67.3,290,13.7,0.04,0.39,38.5,0.01,235,331,129,0.4,0.003,0,0,0.78,0,0.085,0.08,1.65,0.14,0,0.003,0.003
"Ling, raw",19200,0,440,0,0,110,80,200,38,260,27.6,0.065,0.68,62.5,0.03,204,365,128,0.59,0.0158,0,0,0.3,0,0.09,0.11,2.08,0.32,0.3,0.007,0.00078
"Golden redfish, raw",18600,0,1730,0,0,360,600,370,46,340,44.4,0.011,0.55,27,0.0055,201,278,137,0.36,0.00933,0,0.0012,0.97,0,0.077,0.07,1.7,0.33,0.14,0.009,0.00183
"Pouting, raw",19700,0,330,0,0,98,30,100,46.4,200,26.7,0.1,0.21,26.5,0.1,148,306,81.5,0.34,0.002,0,0.00032,0.34,0,0.062,0.082,1.49,0.17,0.13,0,0.00147
"Saithe, raw",18800,0,800,0,0,150,120,240,62,200,14.7,0.1,1.3,30.7,0.1,207,385,80.5,0.57,0.0028,0,0.00177,0.36,0,0.13,0.15,2.26,0.4,0.25,0.01,0.00438
"Lemon sole, raw",17000,0,1400,0,0,200,280,460,43,240,17,0.1,0.5,17,0,200,230,95,0.45,0,0,0,0,0,0.09,0.08,3.5,0.3,0.3,0.011,0.001
"Cod liver, raw",5000,0,66600,0,0,14000,31000,17000,0,1470,10,0.66,4,8,0,100,130,589,1.94,5.1,0,0.1,20,4,0.1,0.65,2.5,0.64,0.15,0.3,0.01
"Snapper, raw",20500,0,1340,0,0,290,250,460,37,160,32,0.028,0.69,32,0.013,198,417,64,0.36,0.032,0,0.0102,0.96,1.6,0.046,0.003,0.28,0.75,0.4,0.005,0.003
"European whitefish, raw",19100,0,4080,0,0,510,1130,1220,54.5,130,26,0.072,0.37,33,0.067,270,317,51,0.99,0.036,0,0.012,0.2,0,0.14,0.12,3,0.75,0.3,0.015,0.001
"Largehead hairtail, raw",18000,0,5900,0,0,940,1360,1830,0,280,12,0,0.6,0,0,150,270,110,0,0.015,0,0,0,0,0.14,0.13,3,0,0,0,0
"Greenland halibut, raw",13500,0,12700,0,0,2320,7180,1910,42.3,430,17.7,0.03,0.4,24,0.012,161,287,202,0.4,0.032,0,0.0212,0.79,1,0.06,0.08,1.5,0.25,0.43,0.0065,0.001
"Crevalle jack, raw",19900,0,2700,0,0,0,0,0,0,220,47,0.027,0.7,30,0,193,415,89,0.42,0,0,0,0,0,0.19,0.1,5.6,0,0.65,0.0029,0.0091
"Bigeye scad, raw",17500,0,100,0,0,0,0,0,0,150,50,0,0.4,30,0,115,614,61,0,0,0,0,0,0,0.03,0.08,3.2,0,0,0,0
"Salmon, raw, wild",21000,0,9170,0,0,1920,2870,2430,53,120,13.5,0.16,0.66,29.2,0.016,225,436,46,0.58,0.0195,0,0.0086,1.11,0,0.21,0.24,8.83,1.48,0.49,0.0131,0.00484
"Shark, raw",20800,0,2910,0,0,480,940,620,51,200,33,0.033,1.12,37,0.015,201,355,79,0.43,0.07,0,0.0006,1,0,0.031,0.046,3.67,0.7,0.4,0.003,0.00149
"Garfish, raw",20000,0,5910,0,0,1810,1770,1740,82,210,73,0.2,0.73,27.5,0.02,196,377,83.5,0.77,0.007,0,0.005,1.7,1.5,0.012,0.063,5.75,0.8,0.9,0.001,0.002
"Lump fish, raw",10000,0,14200,0,0,3010,7730,2360,0,170,20,0,0.5,0,0,203,485,69,0,0.011,0,0.0039,0,0,0.07,0.08,2,0,0,0,0
"Freshwater bream, raw",16900,0,4000,0,0,780,2070,740,66,110,63,0.028,0.44,26,0.087,210,350,43,0.42,0.014,0,0.0055,1.3,0,0.07,0.07,4,0,0,0,0
"Arctic char, raw",19800,0,2700,0,0,2200,0,0,48,140,8.8,0,0.49,30,0,260,370,57.5,0.67,0,0,0.009,0,0,0.16,0.09,0,0,0.37,0,0
Spotted wolffish,16300,0,4800,0,0,960,1470,1900,58,260,35,0,1,25,0,180,282,105,0,0.018,0,0.0013,2.4,0,0.18,0.045,2.5,0.57,0.35,0.001,0.0022
"European sprat, raw",19800,0,11900,0,0,3320,5440,3160,87,0,0,0.13,0.59,20,0.13,220,230,0,1.02,0.15,0,0,2.5,0,0.04,0.26,5,0,0,0,0
"Turbot, raw",17900,0,1550,0,0,190,160,0,48,230,49,0,0.25,23,0,203,415,84,0,0.0117,0,0,0,1.7,0.043,0.085,3.6,0.25,0.15,0.016,0.00105
"European whitefish, raw",21900,0,3000,0,0,950,720,1180,60,120,60,0.026,0.5,30,0.05,290,380,49,0.54,0.008,0,0.003,2.7,0,0.07,0.07,4,0,0,0,0
"Grouper, raw",18600,0,860,0,0,200,170,270,37,130,19,0.02,0.6,31,0.014,145,483,53,0.49,0.043,0,0,0.5,0,0.055,0.063,0.36,0.75,0.3,0.009,0.0006
"Blue ling, raw",18900,0,440,0,0,95,80,190,51.9,230,3.96,0.1,0.26,26.8,0.1,151,302,92.8,0.4,0.0037,0,0.0005,0.17,0,0.04,0.04,2.03,0.11,0.18,0,0.00064
"Tonguesole, raw",15700,0,580,0,0,180,99,170,45.1,350,15.6,0.1,0.22,20.1,0.1,80.4,125,140,0.29,0.002,0,0.0005,0.22,0,0.038,0.034,1.14,0.1,0.1,0,0.00092
"Turbot, raw, farmed",18300,0,3940,0,0,570,670,910,50.9,190,10.2,0.1,0.16,24.9,0.1,134,306,77.9,0.65,0.0096,0.000008,0.00071,3.63,0,0.057,0.042,3.49,0.42,0.19,0,0.00125
"European plaice, raw",20000,0,940,0,0,200,210,250,44.5,200,127,0.1,0.21,28.5,0.1,174,352,79.5,0.49,0.002,0,0.00111,0.63,0,0.42,0.096,4.32,1.29,0.25,0.005,0.00064
"Mediterranean bass, raw, wild",20100,0,1940,0,0,490,550,590,58.1,180,1.56,0.1,0.4,28.3,0.1,191,371,71.4,0.43,0.0056,0,0.00365,0.71,0,0.064,0.098,3.72,0.33,0.39,0,0.00416
"Mediterranean bass, raw, farmed",21400,0,4250,0,0,1040,1090,1560,56.8,120,5.6,0.1,0.39,32.3,0.1,209,430,46.6,0.41,0.0147,0.0000063,0.00231,1.35,0,0.18,0.09,6.79,0.53,0.39,0,0.00433
"Golden redfish, raw",18800,0,1600,0,0,310,620,560,47.2,180,12.5,0.1,0.26,27.5,0.1,168,333,72.8,0.33,0.0069,0,0.00396,0.36,0,0.063,0.07,2.16,0.17,0.19,0.009,0.00178
"Grenadier, from any fishing spot, raw",17800,0,2360,0,0,530,950,450,33.6,180,6.46,0.1,0.23,28.2,0.1,167,345,70.8,0.26,0.0187,0,0.00249,0.47,0,0.046,0.045,1.67,0.52,0.12,0,0.00111
"Blue grenadier, raw",15600,0,1460,0,0,260,0,0,0,140,8,0.02,0.84,20,0.016,154,306,54.4,0.23,0,0,0.000004,0.24,0.3,0.02,0.002,1.84,0.44,0.09,0.02,0.0007
"Tub gurnard, raw",20300,0,1790,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shallow-water Cape hake, raw",16100,0,1520,0,0,510,150,410,0,280,32,0,0.4,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Horse mackerel, lean (spring, summer), raw",18700,0,2420,0,0,660,790,770,49.6,160,20.1,0.1,0.96,31.7,0.1,206,386,62,0.36,0.004,0,0.0412,0.64,0,0.1,0.12,4.12,0.38,0.3,0,0.00699
"Horse mackerel, oily (autumn, winter), raw",19600,0,7660,0,0,1790,2560,2150,45.3,140,5.72,0.1,0.85,31.7,0.1,195,382,54.7,0.38,0.0047,0,0.0485,0.48,0,0.08,0.12,6.7,0.29,0.37,0,0.0075
"Atlantic herring, lean, raw",18300,0,4220,0,0,830,1170,950,50,190,23.8,0.1,0.87,36.2,0.1,261,450,75,0.49,0.0061,0,0.00959,0.57,0,0.04,0.13,4.11,0.57,0.42,0,0.00847
"Atlantic herring, oily, raw",18700,0,10800,0,0,2230,4050,3480,54.7,130,47.7,0.1,0.88,32.7,0.1,247,421,52.4,0.44,0.0117,0,0.00836,1.8,0.5,0.04,0.15,6.14,0.72,0.4,0.01,0.00828
"Big-scale sand smelt (whole small fish), to fry, raw",17500,0,2100,0,0,400,0,0,0,270,60,0,0.9,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blue shark, fillet, without skin, raw",15000,0,1500,0,0,300,0,0,0,210,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0
"Surmullet or red mullet, fillet with skin, frozen, raw (from Thailand or Senegal)",16300,0,3500,0,0,900,0,0,0,200,14,0,0.3,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carp, raw, farmed",17700,0,4760,0,0,1280,2360,950,58.3,77,29.2,0.1,1.58,23.7,0.1,143,310,30.6,0.58,0.0035,0,0.00384,0.63,1.3,0.04,0.072,2.81,1.25,0.13,0.016,0.00316
"Trout, farmed, raw",19300,0,6220,0,0,1250,2220,2450,54.8,100,17.1,0.1,0.5,27.5,0.1,188,410,41.8,0.44,0.0135,0.000008,0.00592,1.94,0,0.14,0.1,5.54,1.51,0.34,0.00923,0.00254
"Rainbow trout, raw, farmed",19000,0,6240,0,0,1150,1750,1620,59.1,110,41.7,0.06,0.46,28.7,0.026,246,410,45.5,0.61,0.049,0,0.0121,1.55,0,0.13,0.11,4.36,1.58,0.38,0.0128,0.00433
"European perch, raw",17900,0,1190,0,0,280,250,430,61.1,140,70.8,0.037,0.58,28.5,0.15,208,290,55.2,0.66,0.015,0,0.00575,0.7,2.9,0.061,0.081,2.65,0.75,0.16,0.011,0.002
"Northern pike, raw",18800,0,940,0,0,260,180,290,43.8,130,33,0.09,0.9,21,0.15,176,228,51.9,0.97,0.021,0,0.00433,0.45,3.6,0.076,0.058,1.83,0.75,0.13,0.015,0.002
"Sturgeon, raw",17700,0,5840,0,0,1340,2530,1070,63,120,15.6,0.041,0.62,40.9,0.025,225,307,49.2,0.63,0.21,0,0.0103,0.5,0,0.07,0.07,6.96,0.76,0.32,0.015,0.00174
"Eel, raw",16100,0,18600,0,0,3890,8420,2390,120,160,23.6,0.041,0.71,18,0.078,285,260,65.5,2.27,1.28,0,0.016,6,1.6,0.17,0.24,3.16,0.17,0.21,0.0138,0.0028
"Brown bullhead, raw",13500,0,1270,0,0,470,440,170,29.8,680,36.7,0.1,0.21,17.6,0.1,107,200,274,0.24,0.002,0,0.0005,0.16,0,0.04,0.022,1.35,1.96,0.1,0.01,0.0003
"Tilapia, raw",18100,0,2130,0,0,560,640,440,39.5,71,8.16,0.1,0.27,25.4,0.1,131,282,28.3,0.32,0.002,0,0.0196,0.4,0,0.04,0.051,3.28,0.68,0.23,0.024,0.00107
"Salmon trout, raw",19200,0,7400,0,0,1200,0,0,48,200,46.7,0.043,0.52,30.5,0,210,346,92.8,0.61,0.02,0,0.0187,0,0,0.16,0.09,0,0,0,0.022,0.0047
"Burbot, raw",17800,0,660,0,0,170,120,210,60,220,44,0.11,0.65,26.5,0.37,195,337,86,0.65,0.0055,0,0.0005,0.85,0,0.28,0.14,1.56,0.15,0.3,0.001,0.0008
"Pike-perch, raw",18300,0,1080,0,0,210,240,310,70.3,120,54,0.014,0.3,29,0.03,220,340,57,0.4,0,0,0.0007,1.35,1,0.16,0.25,2.31,0,0,0,0
